#DEFINITIONS,dc=http://purl.org/dc/elements/1.1/,,,,,,,,,,,,,,,,,
#dc:conformsTo,ami.it/dataformat,,,,,,,,,,,,,,,,,
#dc:identifier,DaLentiniAntonelli2008,,,# l'identificatore è una stringa corta ed univoca che verrà utilizzata identificare e per ordinare in ordine alfabetico il record,,,,,,,,,,,,,,
#dc:description,questa è una trascrizione fatta nel corso del progetto test@it,,,,,,,,,,,,,,,,,
#dc:author,Giacomo Da Lentini,,,# autore del componimento non del file,,,,,,,,,,,,,,
#dc:title,Rime,,,# titolo del componimento non del file,,,,,,,,,,,,,,
#dc:date,,,,# periodo in cui è stata scritta l'opera nel seguente formato: termine post quem/termine ante quem gg-mm-aaaa/gg-mm-aaa ,,,,,,,,,,,,,,
#dc:source,Antonelli 2008,,,"# l'edizione da cui è stato tratto il testo nel seguente formato cognomeautore-cognomeautore, anno",,,,,,,,,,,,,,
#dc:source,http://id.sbn.it/bid/UFE0862859,,,# perma link dal sto https://opac.sbn.it/ relativo all'edizione usata per compilare i dati,,,,,,,,,,,,,,
#dc:source,https://docs.google.com/spreadsheets/d/1pximtYYQ37Vc4g6m4h9Fpn8NX0TWwFhvIct4CoP6FWk/edit?usp=sharing,,,"# se si usa un foglio di calcolo, il link o il nome del foglio di calcolo",,,,,,,,,,,,,,
#dc:creator,Laura Facini,,,# autore principale della schedatura,,,,,,,,,,,,,,
#dc:contributor,,,,# eventuali collaboratori o correttori,,,,,,,,,,,,,,
#dc:provenance,Università di Ginevra,,,# l'affiliazione che ha inizialmente generato il dato,,,,,,,,,,,,,,
#dc:publisher,Gruppo Padovano di Stilistica,,,# l'ente responsabile della schedatura,,,,,,,,,,,,,,
#dc:dateSubmitted,12/04/2022,,,# data di invio del dato al respository,,,,,,,,,,,,,,
#dc:dateAccepted,,,,# data nella quale il dato viene integrato nella nuova release,,,,,,,,,,,,,,
sigla,sub,numero_del_verso,metro,schema_metrico,congedo,tipo_verso,trascrizione_verso,accento_01,accento_02,accento_03,accento_04,accento_05,accento_06,accento_07,accento_08,accento_09,accento_10,irregolarità
2,,60,canzonetta,abc abc ddc,,7,bionda piu ch'auro fino:,1,0,0,1,0,1,0,0,0,0,
2,,61,canzonetta,abc abc ddc,,7,"«Lo vostro amor, ch'è caro,",0,1,0,1,0,1,0,0,0,0,
2,,62,canzonetta,abc abc ddc,,7,donatelo al notaro,0,1,0,0,0,1,0,0,0,0,
2,,63,canzonetta,abc abc ddc,,7,ch'è nato da Lentino»,0,1,0,0,0,1,0,0,0,0,
3,,1,canzone,aab ccb dee(e)F ghg(h)F,,8,Guiderdone aspetto avere,0,0,1,0,1,0,1,0,0,0,
3,,2,canzone,aab ccb dee(e)F ghg(h)F,,8,"da voi, donna, cui servire",0,1,1,0,0,0,1,0,0,0,
3,,3,canzone,aab ccb dee(e)F ghg(h)F,,4,no m’enoia;,0,0,1,0,0,0,0,0,0,0,
3,,4,canzone,aab ccb dee(e)F ghg(h)F,,8,ancor che mi siate altera,0,1,0,0,1,0,1,0,0,0,
3,,5,canzone,aab ccb dee(e)F ghg(h)F,,8,sempre spero avere intera,1,0,1,0,1,0,1,0,0,0,
3,,6,canzone,aab ccb dee(e)F ghg(h)F,,4,d’amor gioia.,0,1,1,0,0,0,0,0,0,0,
3,,7,canzone,aab ccb dee(e)F ghg(h)F,,7,"Non vivo in disperanza,",0,1,0,0,0,1,0,0,0,0,
3,,8,canzone,aab ccb dee(e)F ghg(h)F,,7,ancor che mi disfidi,0,1,0,0,0,1,0,0,0,0,
3,,9,canzone,aab ccb dee(e)F ghg(h)F,,7,la vostra disdegnanza:,0,1,0,0,0,1,0,0,0,0,
3,,10,canzone,aab ccb dee(e)F ghg(h)F,,7+4,"ca spesse volte vidi, – ed è provato,",0,1,0,1,0,1,0,0,0,1,
3,,11,canzone,aab ccb dee(e)F ghg(h)F,,7,omo di poco affare,1,0,0,1,0,1,0,0,0,0,
3,,12,canzone,aab ccb dee(e)F ghg(h)F,,7,pervenire in gran loco:,0,0,1,0,0,1,0,0,0,0,
3,,13,canzone,aab ccb dee(e)F ghg(h)F,,7,"se lo sape avanzare,",0,0,1,0,0,1,0,0,0,0,
3,,14,canzone,aab ccb dee(e)F ghg(h)F,,7+4,moltiplicar lo poco – ch’à ’quistato.,0,0,0,1,0,1,0,0,0,1,
3,,15,canzone,aab ccb dee(e)F ghg(h)F,,8,"·In disperanza no mi getto,",0,0,1,0,0,0,1,0,0,0,
3,,16,canzone,aab ccb dee(e)F ghg(h)F,,8,ch’io medesmo mi ’mprometto,0,0,1,0,0,0,1,0,0,0,
3,,17,canzone,aab ccb dee(e)F ghg(h)F,,4,"d’aver bene,",0,0,1,0,0,0,0,0,0,0,
3,,18,canzone,aab ccb dee(e)F ghg(h)F,,8,di bon core la leanza,0,0,1,0,0,0,1,0,0,0,
3,,19,canzone,aab ccb dee(e)F ghg(h)F,,8,"ch’i’ vi porto, e la speranza",1,0,1,0,0,0,1,0,0,0,
3,,20,canzone,aab ccb dee(e)F ghg(h)F,,4,mi mantene.,0,0,1,0,0,0,0,0,0,0,
3,,21,canzone,aab ccb dee(e)F ghg(h)F,,7,Però no mi scoraggio,0,1,0,0,0,1,0,0,0,0,
3,,22,canzone,aab ccb dee(e)F ghg(h)F,,7,d’Amor che m’à distretto;,0,1,0,0,0,1,0,0,0,0,
3,,23,canzone,aab ccb dee(e)F ghg(h)F,,7,sì com’omo salvaggio,1,0,1,0,0,1,0,0,0,0,
3,,24,canzone,aab ccb dee(e)F ghg(h)F,,7+4,"faraggio, com’è detto – ch’ello face:",0,1,0,0,0,1,0,1,0,1,
3,,25,canzone,aab ccb dee(e)F ghg(h)F,,7,"per lo reo tempo ride,",0,0,0,1,0,1,0,0,0,0,
3,,26,canzone,aab ccb dee(e)F ghg(h)F,,7,sperando che poi pera,0,1,0,0,0,1,0,0,0,0,
3,,27,canzone,aab ccb dee(e)F ghg(h)F,,7,lo laido aire che vede;,0,1,1,0,0,1,0,0,0,0,
3,,28,canzone,aab ccb dee(e)F ghg(h)F,,7+4,da donna troppo fera – spero pace.,0,1,0,1,0,1,0,1,0,1,
3,,29,canzone,aab ccb dee(e)F ghg(h)F,,8,"S'io pur spero in allegranza,",1,0,1,0,0,0,1,0,0,0,
3,,30,canzone,aab ccb dee(e)F ghg(h)F,,8,"fina donna, pïetanza",1,0,1,0,0,0,1,0,0,0,
3,,31,canzone,aab ccb dee(e)F ghg(h)F,,4,·in voi si mova.,1,0,1,0,0,0,0,0,0,0,
3,,32,canzone,aab ccb dee(e)F ghg(h)F,,8,"Fina donna, no mi siate",1,0,1,0,0,0,1,0,0,0,
3,,33,canzone,aab ccb dee(e)F ghg(h)F,,8,"fera, poi tanta bieltate",1,0,0,1,0,0,1,0,0,0,
3,,34,canzone,aab ccb dee(e)F ghg(h)F,,4,"·in voi si trova,",1,0,1,0,0,0,0,0,0,0,
3,,35,canzone,aab ccb dee(e)F ghg(h)F,,7,ca donna ch'à bellezze,0,1,0,0,0,1,0,0,0,0,
3,,36,canzone,aab ccb dee(e)F ghg(h)F,,7,"ed è senza pietade,",0,1,1,0,0,1,0,0,0,0,
3,,37,canzone,aab ccb dee(e)F ghg(h)F,,7,com'omo ch'à ricchezze,0,1,0,0,0,1,0,0,0,0,
3,,38,canzone,aab ccb dee(e)F ghg(h)F,,7+4,ed usa scarsitade – di ciò ch'àve;,0,1,0,0,0,1,0,0,1,1,
3,,39,canzone,aab ccb dee(e)F ghg(h)F,,7,"se non è bene-apreso,",0,0,1,0,0,1,0,0,0,0,
3,,40,canzone,aab ccb dee(e)F ghg(h)F,,7,"nodruto e insegnato,",0,1,0,0,0,1,0,0,0,0,
3,,41,canzone,aab ccb dee(e)F ghg(h)F,,7,"da ogn'omo 'nd'è ripreso,",0,1,0,1,0,1,0,0,0,0,
3,,42,canzone,aab ccb dee(e)F ghg(h)F,,7+4,orruto e dispregiato – e posto a grave.,0,1,0,0,0,1,0,1,0,1,
3,,43,canzone,aab ccb dee(e)F ghg(h)F,,8,"Donna mia, ch'eo non perisca,",1,0,1,1,0,0,1,0,0,0,
3,,44,canzone,aab ccb dee(e)F ghg(h)F,,8,"s'eo vi prego, no vi 'ncresca",1,0,1,0,0,0,1,0,0,0,
3,,45,canzone,aab ccb dee(e)F ghg(h)F,,4,mia preghera.,0,0,1,0,0,0,0,0,0,0,
3,,46,canzone,aab ccb dee(e)F ghg(h)F,,8,Le bellezze che 'n voi pare,0,0,1,0,0,0,1,0,0,0,
3,,47,canzone,aab ccb dee(e)F ghg(h)F,,8,"mi distringe, e lo sguardare",0,0,1,0,0,0,1,0,0,0,
3,,48,canzone,aab ccb dee(e)F ghg(h)F,,4,de la cera;,0,0,1,0,0,0,0,0,0,0,
3,,49,canzone,aab ccb dee(e)F ghg(h)F,,7,la figura piacente,0,0,1,0,0,1,0,0,0,0,
3,,50,canzone,aab ccb dee(e)F ghg(h)F,,7,"lo core mi diranca,",0,1,0,0,0,1,0,0,0,0,
3,,51,canzone,aab ccb dee(e)F ghg(h)F,,7,quando voi tegno mente,1,0,1,1,0,1,0,0,0,0,
3,,52,canzone,aab ccb dee(e)F ghg(h)F,,7+4,lo spirito mi manca – e torna in ghiaccio:,0,1,0,0,0,1,0,1,0,1,
3,,53,canzone,aab ccb dee(e)F ghg(h)F,,7,né-mica mi spaventa,0,1,0,0,0,1,0,0,0,0,
3,,54,canzone,aab ccb dee(e)F ghg(h)F,,7,l'amoroso volere,0,0,1,0,0,1,0,0,0,0,
3,,55,canzone,aab ccb dee(e)F ghg(h)F,,7,"di ciò che m'atalenta,",0,1,0,0,0,1,0,0,0,0,
3,,56,canzone,aab ccb dee(e)F ghg(h)F,,7+4,"ch'eo no lo posso avere, - und'eo mi sfaccio.",1,0,0,1,0,1,0,1,0,1,
4,,1,canzone,ab ab ccd eed,,8,Amor non vole ch'io clami,0,1,0,1,0,0,1,0,0,0,
4,,2,canzone,ab ab ccd eed,,8,"merzede ch'onn'omo clama,",0,1,0,0,1,0,1,0,0,0,
4,,3,canzone,ab ab ccd eed,,8,"né che io m'avanti ch'ami,",0,0,1,0,1,0,1,0,0,0,
4,,4,canzone,ab ab ccd eed,,8,"ch'ogn'omo s'avanta ch'ama,",0,1,0,0,1,0,1,0,0,0,
4,,5,canzone,ab ab ccd eed,,8,che lo servire ch'onn'omo,0,0,0,1,0,0,1,0,0,0,
4,,6,canzone,ab ab ccd eed,,8,"sape fare nonn à nomo,",1,0,1,0,0,0,1,0,0,0,
4,,7,canzone,ab ab ccd eed,,8,e no è in pregio di laudare,0,1,1,0,0,0,1,0,0,0,
4,,8,canzone,ab ab ccd eed,,8,quello che sape ciascuno:,1,0,0,1,0,0,1,0,0,0,
4,,9,canzone,ab ab ccd eed,,8,"a voi, bella, tale dono",0,1,1,0,1,0,1,0,0,0,
4,,10,canzone,ab ab ccd eed,,8,non vorria apresentare.,0,0,1,0,0,0,1,0,0,0,
4,,11,canzone,ab ab ccd eed,,8,Per zo l'amore mi 'nsegna,0,1,0,1,0,0,1,0,0,0,
4,,12,canzone,ab ab ccd eed,,8,"ch'io non guardi a l'antra gente,",0,0,1,0,1,0,1,0,0,0,
4,,13,canzone,ab ab ccd eed,,8,non vuol ch'io resembli a scigna,0,1,0,0,1,0,1,0,0,0,
4,,14,canzone,ab ab ccd eed,,8,ch'ogni viso tene mente;,0,0,1,0,1,0,1,0,0,0,
4,,15,canzone,ab ab ccd eed,,8,"e per zo, madonna mia,",0,0,1,0,1,0,1,0,0,0,
4,,16,canzone,ab ab ccd eed,,8,a voi non dimanderia,0,1,0,0,0,0,1,0,0,0,
4,,17,canzone,ab ab ccd eed,,8,"merzede né pïetanza,",0,1,0,0,0,0,1,0,0,0,
4,,18,canzone,ab ab ccd eed,,8,che tanti son li amatori,0,1,0,1,0,0,1,0,0,0,
4,,19,canzone,ab ab ccd eed,,8,ch'èste 'scita di savori,1,0,1,0,0,0,1,0,0,0,
4,,20,canzone,ab ab ccd eed,,8,merzede per troppa usanza.,0,1,0,0,1,0,1,0,0,0,
4,,21,canzone,ab ab ccd eed,,8,Ogni gioia ch'è più rara,0,0,1,0,0,0,1,0,0,0,
4,,22,canzone,ab ab ccd eed,,8,"tenut'è più prezïosa,",0,1,0,1,0,0,1,0,0,0,
4,,23,canzone,ab ab ccd eed,,8,ancora che non sia cara,0,1,0,0,0,0,1,0,0,0,
4,,24,canzone,ab ab ccd eed,,8,de l'altre più grazïosa;,0,1,0,1,0,0,1,0,0,0,
4,,25,canzone,ab ab ccd eed,,8,ca s'èste orïentale,0,1,0,0,0,0,1,0,0,0,
4,,26,canzone,ab ab ccd eed,,8,"lo zafiro asai più vale,",0,0,1,0,1,0,1,0,0,0,
4,,27,canzone,ab ab ccd eed,,8,ed à meno di vertute:,0,0,1,0,0,0,1,0,0,0,
4,,28,canzone,ab ab ccd eed,,8,e per zo ne le merzede,0,0,1,0,0,0,1,0,0,0,
4,,29,canzone,ab ab ccd eed,,8,"lo mio core non v'accede,",0,0,1,0,0,0,1,0,0,0,
4,,30,canzone,ab ab ccd eed,,8,perché l'uso l'à 'nvilute.,0,0,1,0,0,0,1,0,0,0,
4,,31,canzone,ab ab ccd eed,,8,·Inviluto li scolosmini,0,1,0,0,0,0,1,0,0,0,
4,,32,canzone,ab ab ccd eed,,8,"di quel tempo ricordato,",0,0,1,0,0,0,1,0,0,0,
4,,33,canzone,ab ab ccd eed,,8,"ch'erano sì gai e fini,",1,0,0,0,1,0,1,0,0,0,
4,,34,canzone,ab ab ccd eed,,8,nulla gioia nonn è trovato.,0,0,1,0,0,0,1,0,0,0,
4,,35,canzone,ab ab ccd eed,,8,"E·lle merzé siano strette,",0,0,0,1,1,0,1,0,0,0,
4,,36,canzone,ab ab ccd eed,,8,nulla parte non sian dette,0,0,1,0,0,0,1,0,0,0,
4,,37,canzone,ab ab ccd eed,,8,perché paian gioie nove:,0,0,1,0,1,0,1,0,0,0,
4,,38,canzone,ab ab ccd eed,,8,nulla parte sian trovate,0,0,1,0,0,0,1,0,0,0,
4,,39,canzone,ab ab ccd eed,,8,né dagli amador chiamate,0,0,0,0,1,0,1,0,0,0,
4,,40,canzone,ab ab ccd eed,,8,·nfin che compie anni nove.,1,0,1,0,1,0,1,0,0,0,
4,,41,canzone,ab ab ccd eed,,8,Senza merzede potete,1,0,0,1,0,0,1,0,0,0,
4,,42,canzone,ab ab ccd eed,,8,"saver, bella, 'l meo disio,",0,1,1,0,0,0,1,0,0,0,
4,,43,canzone,ab ab ccd eed,,8,ch'assai meglio mi vedete,0,0,1,0,0,0,1,0,0,0,
4,,44,canzone,ab ab ccd eed,,8,ch'io medesmo non mi veo;,0,0,1,0,0,0,1,0,0,0,
4,,45,canzone,ab ab ccd eed,,8,e però s'a voi paresse,0,0,1,0,1,0,1,0,0,0,
4,,46,canzone,ab ab ccd eed,,8,altro ch'esser non dovesse,1,0,1,0,0,0,1,0,0,0,
4,,47,canzone,ab ab ccd eed,,8,"per lo vostro amore avere,",0,0,1,0,1,0,1,0,0,0,
4,,48,canzone,ab ab ccd eed,,8,"unque gioia non ci perdiate,",1,0,1,0,0,0,1,0,0,0,
4,,49,canzone,ab ab ccd eed,,8,"cusì vol e te· 'mistate,",0,0,1,0,1,0,1,0,0,0,
4,,50,canzone,ab ab ccd eed,,8,inanzi voria morire.,0,1,0,0,1,0,1,0,0,0,
5,,1,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,Dal core mi vene,0,1,0,0,1,0,0,0,0,0,
5,,2,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6+3,che gli occhi mi tene – rosata:,0,1,0,0,1,0,0,1,0,0,
5,,3,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,spesso m'adivene,1,0,0,0,1,0,0,0,0,0,
5,,4,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6+3,che la cera ò bene – bagnata,0,0,1,0,1,0,0,1,0,0,
5,,5,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,quando mi sovene,1,0,0,0,1,0,0,0,0,0,
5,,6,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6+3,di mia bona spene – ch'ò data,0,0,1,0,1,0,0,1,0,0,
5,,7,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,"in voi, amorosa,",0,1,0,0,1,0,0,0,0,0,
5,,8,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,benaventurosa.,0,0,0,0,1,0,0,0,0,0,
5,,9,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,"Però, se m'amate,",0,1,0,0,1,0,0,0,0,0,
5,,10,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6+3,"già non vi 'ngannate - neiente,",1,0,0,0,1,0,0,1,0,0,
5,,11,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,"ca pur aspetando,",0,1,0,0,1,0,0,0,0,0,
5,,12,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,"in voi 'magginando,",0,1,0,0,1,0,0,0,0,0,
5,,13,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,l'amor ch'aggio in voi,0,1,1,0,1,0,0,0,0,0,
5,,14,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6+3,"lo cor mi distrui, – avenente;",0,1,0,0,1,0,0,1,0,0,
5,,15,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,ca•ss'io non temesse,0,1,0,0,1,0,0,0,0,0,
5,,16,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,"ch'a voi dispiacesse,",0,1,0,0,1,0,0,0,0,0,
5,,17,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6,ben m'aucideria,1,0,0,0,1,0,0,0,0,0,
5,,18,discordo,a(a)b a(a)b a(a)b ccd(d)e ffg(g)e hhi(i)e,,6?+3,e non viverïâ – tormenti.,0,0,0,0,1,0,0,1,0,0,
5,,19,discordo,aaab bccd eeef fggd hhhi illd,,5,Ca pur penare,0,1,0,1,0,0,0,0,0,0,
5,,20,discordo,aaab bccd eeef fggd hhhi illd,,5,"è disïare,",1,0,0,1,0,0,0,0,0,0,
5,,21,discordo,aaab bccd eeef fggd hhhi illd,,5,giamai non fare,0,1,0,1,0,0,0,0,0,0,
5,,22,discordo,aaab bccd eeef fggd hhhi illd,,5,mia diletanza:,1,0,0,1,0,0,0,0,0,0,
5,,23,discordo,aaab bccd eeef fggd hhhi illd,,5,la rimembranza,0,0,0,1,0,0,0,0,0,0,
5,,24,discordo,aaab bccd eeef fggd hhhi illd,,6,"di voi, aulente cosa,",0,1,1,0,1,0,0,0,0,0,
5,,25,discordo,aaab bccd eeef fggd hhhi illd,,5,gli ochi m'arosa,1,0,0,1,0,0,0,0,0,0,
5,,26,discordo,aaab bccd eeef fggd hhhi illd,,6,d'un'aigua d'amore.,0,1,0,0,1,0,0,0,0,0,
5,,27,discordo,aaab bccd eeef fggd hhhi illd,,5,"Or potess'eo,",1,0,0,1,0,0,0,0,0,0,
5,,28,discordo,aaab bccd eeef fggd hhhi illd,,5,"o amore meo,",0,1,0,1,0,0,0,0,0,0,
5,,29,discordo,aaab bccd eeef fggd hhhi illd,,5,come romeo,0,0,0,1,0,0,0,0,0,0,
5,,30,discordo,aaab bccd eeef fggd hhhi illd,,5,"venire ascoso,",0,1,0,1,0,0,0,0,0,0,
5,,31,discordo,aaab bccd eeef fggd hhhi illd,,5,e disïoso,0,0,0,1,0,0,0,0,0,0,
5,,32,discordo,aaab bccd eeef fggd hhhi illd,,6,"con voi mi vedesse,",0,1,0,0,1,0,0,0,0,0,
5,,33,discordo,aaab bccd eeef fggd hhhi illd,,5,non mi partisse,0,0,0,1,0,0,0,0,0,0,
5,,34,discordo,aaab bccd eeef fggd hhhi illd,,6,dal vostro dolzore.,0,1,0,0,1,0,0,0,0,0,
5,,35,discordo,aaab bccd eeef fggd hhhi illd,,5,Dal vostro lato,0,1,0,1,0,0,0,0,0,0,
5,,36,discordo,aaab bccd eeef fggd hhhi illd,,5,"[...] allungato,",0,0,0,0,0,0,0,0,0,0,
5,,37,discordo,aaab bccd eeef fggd hhhi illd,,5,be·ll'ò provato,1,0,0,1,0,0,0,0,0,0,
5,,38,discordo,aaab bccd eeef fggd hhhi illd,,5,mal che non salda:,1,0,0,1,0,0,0,0,0,0,
5,,39,discordo,aaab bccd eeef fggd hhhi illd,,5,Tristano Isalda,0,1,0,1,0,0,0,0,0,0,
5,,40,discordo,aaab bccd eeef fggd hhhi illd,,6,non amau sì forte;,0,0,1,0,1,0,0,0,0,0,
5,,41,discordo,aaab bccd eeef fggd hhhi illd,,5,ben mi par morte,1,0,0,1,0,0,0,0,0,0,
5,,42,discordo,aaab bccd eeef fggd hhhi illd,,6,non vedervi fiore.,0,0,1,0,1,0,0,0,0,0,
5,,43,discordo,abc abc abc,,5,"Vostro valore,",1,0,0,1,0,0,0,0,0,0,
5,,44,discordo,abc abc abc,,6,ch'adorna ed invia,0,1,0,0,1,0,0,0,0,0,
5,,45,discordo,abc abc abc,,5,"donne e donzelle,",1,0,0,1,0,0,0,0,0,0,
5,,46,discordo,abc abc abc,,5,l'avisaturi,0,0,0,1,0,0,0,0,0,0,
5,,47,discordo,abc abc abc,,6,"di voi, donna mia,",0,1,1,0,1,0,0,0,0,0,
5,,48,discordo,abc abc abc,,5,son gli ochi belli:,1,0,0,1,0,0,0,0,0,0,
5,,49,discordo,abc abc abc,,5,pens'a tutore,1,0,0,1,0,0,0,0,0,0,
5,,50,discordo,abc abc abc,,6,quando vi vedia,1,0,0,0,1,0,0,0,0,0,
5,,51,discordo,abc abc abc,,5,con gioi novelli.,0,1,0,1,0,0,0,0,0,0,
5,,52,discordo,aab(f)c ddb(f)c eeb(f)c,,5,"“Hoi tu, meo core,",0,1,0,1,0,0,0,0,0,0,
5,,53,discordo,aab(f)c ddb(f)c eeb(f)c,,6,perché non ti more?,0,1,0,0,1,0,0,0,0,0,
5,,54,discordo,aab(f)c ddb(f)c eeb(f)c,,6,"Rispondi, che fai?",0,1,0,0,1,0,0,0,0,0,
5,,55,discordo,aab(f)c ddb(f)c eeb(f)c,,5+3,perché [...]doli così?”,0,1,0,1,0,0,1,0,0,0,
5,,56,discordo,aab(f)c ddb(f)c eeb(f)c,,5,"“Non ti rispondo,",0,0,0,1,0,0,0,0,0,0,
5,,57,discordo,aab(f)c ddb(f)c eeb(f)c,,6,ma ben ti confondo,0,1,0,0,1,0,0,0,0,0,
5,,58,discordo,aab(f)c ddb(f)c eeb(f)c,,6,se tosto non vai,0,1,0,0,1,0,0,0,0,0,
5,,59,discordo,aab(f)c ddb(f)c eeb(f)c,,5+3,là ove voli – con mi:,0,1,0,1,0,0,1,0,0,0,
5,,60,discordo,aab(f)c ddb(f)c eeb(f)c,,5,la fresca cera,0,1,0,1,0,0,0,0,0,0,
5,,61,discordo,aab(f)c ddb(f)c eeb(f)c,,6,tempesta e dispera;,0,1,0,0,1,0,0,0,0,0,
5,,62,discordo,aab(f)c ddb(f)c eeb(f)c,,6,in pensiero m'ài miso,0,0,1,0,0,1,0,0,0,0,IPERMETRO
5,,63,discordo,aab(f)c ddb(f)c eeb(f)c,,5+3,e 'n cordoglio – per ti.”,0,0,1,0,0,1,0,0,0,0,IPOMETRO
5,,64,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,4+4,"Così, bella, – si favella",0,1,1,0,0,0,1,0,0,0,
5,,65,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,6,lo mi' cor conmeco:,0,0,1,0,1,0,0,0,0,0,
5,,66,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,4+4,"di persona – no·m ragiona,",0,0,1,0,0,0,1,0,0,0,
5,,67,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,6,né parlo né dico:,0,1,0,0,1,0,0,0,0,0,
5,,68,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,4+4,sì curale – e naturale,0,0,1,0,0,0,1,0,0,0,
5,,69,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,6,"di voi amor mi piace,",0,1,0,1,0,1,0,0,0,0,
5,,70,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,4+4,ch'ogni vista – mi par trista,1,0,1,0,0,0,1,0,0,0,
5,,71,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,6,ch'altra donna face:,1,0,1,0,1,0,0,0,0,0,
5,,72,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,4+4,"ca •ss'io veglio – o sonno piglio,",0,0,1,0,1,0,1,0,0,0,
5,,73,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,6,"lo mio cor no 'nsonna,",0,0,1,0,1,0,0,0,0,0,
5,,74,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,4+4,senno schietto – sì m'ha stretto,1,0,1,0,1,0,1,0,0,0,
5,,75,discordo,(a)ab (c)cb (d)de (f)fe (g)gh (i)ih,,6,"pur di voi, madonna.",1,0,1,0,1,0,0,0,0,0,
5,,76,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,4+3+3,Sì m'è dura– e scura–figura,1,0,1,0,0,1,0,0,1,0,
5,,77,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,6,"di quantonqu'eo veo,",0,0,1,0,1,0,0,0,0,0,
5,,78,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,4+3+3,gli occhi avere–e vedere–e volere,1,0,1,0,0,1,0,0,1,0,
5,,79,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,6,altro non disio:,1,0,0,0,1,0,0,0,0,0,
5,,80,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,4+3+3,"trecce sciolte–ni avolte–ni adolte,",1,0,1,0,0,1,0,0,1,0,
5,,81,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,6,né bruna né bianca,0,1,0,0,1,0,0,0,0,0,
5,,82,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,4+3+3,[...............................................],0,0,0,0,0,0,0,0,0,0,
5,,83,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,6,[........................–anca].,0,0,0,0,0,0,0,0,0,0,
5,,84,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,4+3+3,"Gioi complita,–norita,–mi 'nvita:",1,0,1,0,0,1,0,0,1,0,
5,,85,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,6,"voi siete più fina,",0,1,0,0,1,0,0,0,0,0,
5,,86,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,4+3+3,"che s'io faccio–sollaccio–ch'io piaccio,",0,0,1,0,0,1,0,0,1,0,
5,,87,discordo,(aa)ab (cc)cb (dd)de (ff)fe (gg)fh (ii)ih (h)lllllll,,6,vostro amor mi mina,1,0,1,0,1,0,0,0,0,0,
